"","HOUR_I_R","ALCHL_I","ALIGN_I","STRATUM_R","WRK_ZONE","WKDY_I_R","INT_HWY","LGTCON_I_R","MANCOL_I_R","PED_ACC_R","RELJCT_I_R","REL_RWY_R","PROFIL_I_R","SPD_LIM","SUR_COND","TRAF_CON_R","TRAF_WAY","VEH_INVL","WEATHER_R","INJURY"
"232",0,2,1,0,0,1,0,3,2,0,1,1,0,35,2,1,2,2,1,0
"37312",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"20776",1,2,1,0,0,1,0,1,2,0,1,1,1,30,1,1,1,2,1,0
"7916",1,2,1,1,0,1,0,2,0,0,0,0,1,55,4,0,2,1,1,1
"24874",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,0
"38542",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,0
"27318",0,2,1,1,0,1,0,1,2,0,1,1,0,25,1,2,2,2,1,1
"39182",1,2,1,1,1,1,0,1,2,0,0,1,0,25,1,0,1,2,1,1
"6347",0,2,1,1,0,1,0,3,2,0,1,1,0,35,1,1,1,2,1,0
"31772",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,0,2,2,1,1
"39842",0,2,1,1,0,0,0,1,2,0,1,1,0,45,1,0,1,2,1,1
"14751",0,2,2,0,0,1,0,1,0,0,1,0,1,20,2,2,1,1,2,1
"28941",0,2,1,0,0,1,0,1,0,0,0,1,0,40,1,0,2,1,1,1
"16829",1,2,1,0,0,1,0,1,2,0,1,1,0,35,2,0,1,2,2,0
"17926",1,2,1,0,0,1,0,1,0,0,0,0,0,30,2,0,1,1,2,0
"38979",1,2,1,0,0,0,0,1,2,0,1,1,0,55,1,2,1,2,2,0
"35934",1,2,1,0,0,1,0,1,0,1,1,1,0,35,1,1,1,1,1,1
"28466",0,2,1,0,0,1,0,1,2,0,1,1,0,50,1,1,2,3,1,1
"3039",0,2,1,1,0,0,0,3,2,0,1,1,0,30,2,1,1,2,1,0
"4532",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,0,2,2,1,0
"1214",0,2,1,1,0,1,0,3,2,0,1,1,0,45,1,1,1,2,1,0
"39181",1,2,1,1,1,1,0,1,2,0,0,1,0,25,1,0,1,3,1,1
"31945",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,1
"31588",1,2,2,1,0,1,1,1,0,0,0,1,0,70,1,0,2,1,1,0
"15286",1,2,1,0,0,1,0,1,2,0,1,1,0,40,2,1,2,3,1,0
"5613",0,1,1,0,0,0,1,3,2,0,0,1,0,70,1,0,2,2,1,1
"1140",1,2,1,0,0,1,0,3,0,1,1,1,0,35,1,2,1,1,1,1
"25546",0,2,2,0,0,1,0,1,2,0,0,1,0,65,1,0,2,4,1,1
"34508",0,2,2,1,0,1,0,1,0,0,1,0,0,40,1,1,1,1,1,0
"29823",0,2,1,1,0,0,0,1,2,0,1,1,0,45,1,1,2,3,1,1
"31175",0,2,1,0,0,0,0,1,0,1,0,1,0,40,1,0,2,1,1,1
"27918",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"34846",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"27973",1,2,1,1,0,1,0,1,1,0,1,1,0,35,1,2,2,2,1,1
"23887",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,3,2,1,1
"19757",1,2,1,1,0,1,0,1,2,0,0,1,1,45,1,0,2,2,1,0
"9448",1,2,1,0,0,1,1,2,2,0,0,1,1,60,1,0,2,4,1,1
"37854",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"36713",1,2,1,0,0,1,0,1,0,1,1,1,0,35,1,1,1,1,1,1
"34142",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"17770",0,2,1,0,0,1,0,1,2,0,1,1,0,55,2,2,1,4,2,0
"32155",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"28773",1,2,1,1,0,1,1,1,2,0,0,1,0,60,1,0,2,4,1,0
"6338",0,2,1,1,0,0,0,3,2,0,1,1,0,35,1,0,1,2,1,1
"1533",1,1,1,1,0,1,0,3,2,0,1,1,0,35,1,0,1,3,1,1
"20758",1,2,1,1,0,0,0,1,2,0,1,1,1,25,1,0,1,2,1,0
"23766",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,3,2,1,0
"28603",1,2,2,1,0,1,1,1,2,0,0,1,0,55,1,0,2,3,1,0
"23565",1,2,1,1,0,1,0,1,0,0,1,0,1,55,1,0,1,1,1,0
"16999",1,2,1,1,0,1,0,1,0,0,0,0,0,45,2,0,1,1,2,1
"21831",0,2,2,0,0,1,0,1,2,0,0,1,1,45,1,0,1,2,1,0
"39920",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,1,2,1,1
"12158",1,2,1,1,0,1,0,2,0,0,0,0,0,40,1,0,1,1,1,0
"19885",0,2,1,1,0,0,1,1,2,0,0,1,1,65,1,2,2,2,1,1
"21647",1,2,1,0,0,1,0,1,2,0,0,1,1,55,1,0,1,2,1,0
"14323",0,2,1,1,0,0,0,1,1,0,1,1,1,40,2,1,1,2,2,1
"1785",1,2,1,0,0,1,0,3,0,0,0,0,1,30,3,0,1,1,2,0
"31751",0,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,2,2,1,1
"34634",1,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,1
"12875",0,2,1,0,0,1,0,2,0,0,0,1,0,50,1,0,1,1,2,0
"39369",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"20923",0,2,1,0,0,0,0,1,0,0,1,0,1,25,1,0,1,1,1,0
"356",1,2,1,0,0,1,0,3,2,0,1,1,0,35,2,2,1,2,2,0
"13376",0,2,1,0,0,0,0,1,2,0,1,1,1,25,3,0,1,2,2,1
"13481",1,2,1,0,0,0,0,1,2,0,1,1,0,30,3,1,2,2,2,0
"22538",0,2,1,1,0,1,0,1,2,0,0,1,1,35,1,0,1,3,1,1
"36326",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"21863",1,2,1,0,0,1,0,1,2,0,0,1,1,55,1,0,1,2,1,0
"40054",0,2,1,1,0,0,0,1,2,0,0,1,0,45,1,0,1,2,1,0
"39240",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,1,1,2,1,0
"15750",1,2,1,1,0,1,1,1,2,0,0,1,0,70,2,0,2,3,2,0
"4458",0,2,1,0,0,0,0,3,0,0,0,1,0,35,1,0,2,1,1,1
"10865",1,1,1,1,0,1,0,2,2,0,1,1,0,45,1,0,2,3,1,0
"5763",0,2,1,0,0,1,0,3,0,1,1,1,0,35,1,0,2,1,1,1
"26587",1,2,1,1,1,1,0,1,2,0,0,1,0,55,1,0,2,2,1,1
"35080",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"4641",0,1,1,0,0,1,0,3,0,0,1,0,0,35,1,1,2,1,1,1
"1534",1,2,1,0,0,1,0,3,2,0,1,1,0,35,1,0,1,2,1,0
"35545",0,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,1
"26462",0,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,3,1,1
"4639",0,2,1,1,0,1,1,3,2,0,0,1,0,65,1,0,2,2,1,0
"38564",0,2,1,0,0,1,0,1,2,0,1,1,0,50,1,0,1,2,1,1
"32441",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"17431",1,2,2,1,0,1,0,1,2,0,0,1,0,45,2,0,1,2,2,0
"27701",0,2,1,1,0,0,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"12917",1,2,1,0,0,1,1,1,0,0,0,0,1,70,4,0,2,1,1,0
"40413",1,1,1,1,0,1,0,1,0,0,0,0,0,20,1,0,1,1,1,0
"8404",1,2,1,0,0,1,1,2,0,0,0,0,1,70,2,0,2,1,2,0
"36717",0,2,1,0,0,1,0,1,0,1,1,1,0,35,1,1,1,1,1,1
"15313",0,2,1,1,0,0,0,1,2,0,1,1,0,45,2,2,2,2,2,0
"5996",0,2,1,1,0,0,0,3,2,0,1,1,0,50,1,1,1,2,1,1
"27642",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,3,1,0
"2683",1,2,1,0,0,1,0,3,2,0,1,1,0,35,2,1,1,2,1,1
"6665",0,2,1,0,0,0,0,3,2,0,1,1,0,35,1,1,1,2,1,0
"9520",0,2,1,1,0,1,0,2,2,0,0,1,1,65,1,0,2,2,1,0
"13601",0,2,1,1,0,1,0,1,0,0,0,0,0,55,3,0,1,1,1,1
"35578",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"36040",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"10469",0,2,1,0,0,1,0,2,2,0,0,1,0,65,1,0,2,2,1,0
"31778",0,2,1,1,0,1,0,1,2,0,0,1,0,35,1,0,2,2,1,0
"39456",1,2,1,0,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"20805",1,2,1,1,0,1,0,1,2,0,1,1,1,35,1,2,1,2,1,0
"24377",1,2,1,1,0,0,1,1,0,0,1,0,0,55,1,0,3,1,1,0
"14334",1,2,1,0,0,1,0,1,2,0,1,1,1,40,2,2,1,3,2,1
"30247",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,2,2,1,1
"29042",0,2,1,1,0,0,1,1,0,0,0,0,0,55,1,0,2,1,1,1
"10359",0,2,1,1,0,1,0,2,2,0,1,1,0,55,1,1,2,2,1,0
"10873",0,2,1,1,0,0,1,2,2,0,0,1,0,55,1,0,2,2,1,1
"16434",0,2,1,1,0,1,0,1,2,0,1,1,0,35,2,1,1,2,2,1
"22293",0,2,1,0,0,1,0,1,2,0,0,1,1,55,1,0,1,2,1,1
"25605",0,2,2,0,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,0
"18306",1,2,1,1,0,0,0,1,2,0,1,1,1,35,1,1,1,2,1,1
"38990",0,2,1,1,0,0,0,1,1,0,1,1,0,25,1,2,1,2,1,1
"7091",0,1,1,0,0,1,0,3,2,0,1,1,0,30,1,2,1,2,1,1
"27215",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"18325",0,2,1,0,0,0,0,1,2,0,1,1,1,45,1,1,1,2,1,0
"1421",1,2,1,0,0,1,0,3,0,0,1,0,0,25,1,0,1,1,1,0
"28090",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"29458",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,2,2,2,1,1
"32243",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"26636",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"291",1,1,1,1,0,1,0,3,2,0,1,1,0,25,2,2,1,2,1,1
"35082",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"25354",1,2,1,0,0,1,0,1,2,0,0,1,0,55,1,2,2,2,1,0
"9891",0,2,2,1,0,1,0,2,0,0,0,0,1,30,1,0,1,1,1,1
"25679",0,2,1,0,0,1,0,1,0,0,0,0,0,65,1,0,2,2,1,1
"41574",1,2,1,0,0,1,0,1,0,0,0,0,0,45,1,0,1,1,1,0
"39170",0,2,1,1,0,0,0,1,2,0,0,1,0,25,1,0,1,3,1,1
"22210",1,2,1,0,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,0
"3267",0,2,2,1,0,0,0,3,2,0,0,1,1,45,1,0,1,2,1,0
"34856",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"13359",0,2,2,1,0,1,0,1,0,0,0,0,1,35,3,0,1,1,2,0
"12806",0,2,1,0,0,1,0,2,0,0,0,1,0,55,1,0,1,1,1,0
"5350",1,2,1,0,0,0,0,3,0,1,1,1,0,35,1,1,2,1,1,1
"41293",1,1,1,1,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,0
"34420",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"29925",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,0,2,2,1,0
"35072",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,3,1,0
"17989",0,2,1,1,0,1,0,1,0,0,0,0,0,45,2,0,1,1,2,1
"12194",0,1,2,1,0,0,0,2,0,0,0,1,0,45,1,0,1,1,1,1
"8069",0,2,2,0,0,0,1,2,0,0,1,1,0,65,4,0,2,1,2,0
"12138",0,2,2,1,0,1,0,2,0,0,0,0,0,40,1,2,1,1,1,1
"2431",1,2,1,1,0,1,0,3,2,0,1,1,0,35,2,1,2,2,2,1
"1700",1,2,1,0,0,1,0,3,2,0,0,1,0,35,4,0,2,2,2,0
"39393",1,2,1,1,0,1,0,1,2,0,0,1,0,30,1,0,1,2,1,0
"42092",0,2,1,0,0,1,0,1,0,0,0,1,0,55,1,0,1,1,1,0
"6669",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,2,1,2,1,0
"8908",1,2,1,1,0,1,0,2,1,0,1,1,0,40,2,1,1,2,2,1
"12398",1,2,1,1,0,1,0,2,0,0,0,1,0,55,1,0,1,1,1,1
"33008",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"11911",0,1,1,1,0,1,0,2,0,0,0,0,0,25,1,0,1,1,1,0
"23187",0,2,1,1,0,0,0,1,0,0,0,0,1,40,1,0,1,1,1,0
"27344",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,2,3,1,1
"25889",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,1,2,2,1,1
"18927",0,2,1,1,0,1,0,1,2,0,1,1,1,45,1,2,2,2,1,1
"41218",1,2,1,1,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,1
"2888",1,2,1,1,0,1,0,3,1,0,1,1,0,35,2,0,1,2,2,1
"1844",0,1,1,1,0,0,0,3,0,0,1,0,0,30,3,0,1,1,2,0
"38011",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"23305",0,2,1,1,0,0,0,1,0,1,0,1,1,50,1,0,1,1,1,1
"38831",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,0
"36604",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"25618",0,2,1,1,0,0,1,1,2,0,0,1,0,65,1,0,2,2,1,0
"13943",1,2,1,0,0,1,0,1,2,0,0,1,1,35,2,0,2,2,2,0
"27891",0,2,1,1,0,0,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"41649",0,2,2,0,0,1,0,1,0,0,0,0,0,45,1,0,1,1,1,0
"32133",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"40540",0,1,1,0,0,1,0,1,0,1,1,1,0,25,1,0,1,1,1,1
"26616",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,3,1,1
"13531",1,2,1,0,0,1,0,1,2,0,1,1,0,30,3,1,1,2,2,1
"16414",0,2,1,0,0,1,0,1,0,1,1,1,0,30,2,0,1,1,2,1
"31621",0,2,1,1,0,1,0,1,0,0,0,0,0,70,1,0,2,1,1,0
"34361",0,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,1,3,1,0
"12371",0,2,1,0,0,1,0,2,0,0,0,0,0,50,1,0,1,1,1,0
"24845",0,2,1,1,0,1,0,1,2,0,1,1,0,50,1,0,2,2,1,0
"14731",0,2,2,0,0,1,0,1,0,0,0,0,1,55,2,0,1,1,1,1
"23074",0,2,2,1,0,1,0,1,0,0,0,0,1,35,1,2,1,1,1,1
"20464",1,2,1,1,0,1,0,1,0,0,0,0,1,35,1,0,2,1,1,0
"37983",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"19879",1,2,1,0,0,1,0,1,2,0,0,1,1,65,1,0,2,2,1,1
"34247",0,2,2,1,0,1,0,1,2,0,1,1,0,40,1,1,1,2,1,1
"8715",1,2,1,0,1,1,1,2,2,0,0,1,0,45,2,2,2,2,1,1
"22951",0,1,1,0,0,1,0,1,0,0,1,0,1,25,1,1,1,1,1,0
"10881",1,2,1,1,0,1,0,2,2,0,1,1,0,55,1,1,2,2,1,0
"32705",1,2,1,0,0,0,0,1,0,0,0,0,0,25,1,0,1,1,1,1
"22911",0,2,1,0,0,0,0,1,0,0,0,1,1,25,1,2,1,1,1,1
"12490",0,2,2,0,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,1
"30890",1,2,1,1,0,1,0,1,2,0,0,1,0,55,1,0,2,2,1,0
"2162",0,2,1,1,1,0,1,3,2,0,1,1,0,45,9,2,3,2,1,0
"28445",0,2,1,0,1,0,1,1,2,0,0,1,0,45,1,0,2,2,1,0
"39359",1,2,1,0,0,0,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"32757",0,2,1,0,0,1,0,1,0,0,1,0,0,30,1,0,1,1,1,1
"36508",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,0,1,3,1,0
"15153",0,1,1,0,0,1,1,1,0,0,0,1,0,60,2,0,2,9,2,1
"7718",0,2,1,1,0,1,0,3,0,0,0,0,0,35,1,0,1,1,1,1
"14397",1,2,1,1,0,1,0,1,2,0,0,1,1,35,2,0,1,4,2,0
"18834",0,2,2,0,1,1,1,1,2,0,1,1,1,70,1,2,3,2,1,0
"30038",0,2,1,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,1
"10230",0,2,1,1,0,1,0,2,0,0,0,0,1,55,1,0,1,1,1,0
"35814",1,1,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"36166",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"41259",0,2,1,1,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,1
"37934",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"31942",0,2,1,1,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,1
"13159",1,2,2,0,0,1,0,1,0,0,0,0,0,70,4,0,2,1,2,0
"35206",0,2,1,0,0,1,0,1,2,0,1,1,0,40,1,1,1,2,1,0
"12911",1,2,1,0,0,1,1,1,2,0,0,1,1,55,4,0,2,2,2,0
"4186",0,2,1,0,0,1,0,3,0,1,1,1,0,35,1,1,3,1,1,1
"34726",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"32626",0,2,1,0,0,0,1,1,2,0,1,1,0,70,1,0,1,2,1,1
"15093",0,2,1,1,0,0,0,1,2,0,1,1,0,55,2,1,2,2,2,1
"25111",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,3,1,1
"25159",1,2,1,0,0,1,1,1,2,0,1,1,0,65,1,0,2,2,1,0
"18260",1,2,2,0,0,0,1,1,0,0,1,0,1,55,1,0,2,1,1,0
"15156",1,2,2,0,0,1,1,1,0,0,0,0,0,70,2,0,2,1,2,0
"23398",1,2,2,0,0,1,0,1,0,0,0,0,1,55,1,0,1,1,1,1
"15634",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,2,2,1,0
"39243",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,1,1,2,1,0
"36157",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"24171",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,3,2,1,1
"42077",0,2,1,0,0,0,0,1,0,0,0,0,0,55,1,0,1,1,1,0
"15191",0,2,1,1,0,0,0,1,2,0,1,1,0,45,2,1,2,2,2,1
"32114",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"9972",0,2,2,1,0,0,0,2,0,0,0,0,1,40,1,0,1,1,1,1
"16904",0,2,1,0,0,0,0,1,2,0,1,1,0,50,2,0,1,2,1,1
"24859",1,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,1
"29720",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,1
"27912",0,2,2,1,0,0,0,1,2,0,1,1,0,55,1,2,2,2,1,0
"29324",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"18586",0,2,1,1,0,0,0,1,0,0,0,0,1,50,1,0,1,1,1,1
"9439",0,2,1,0,0,1,1,2,2,0,0,1,1,45,1,0,2,2,1,1
"13871",0,2,1,1,0,1,1,1,2,0,0,1,1,60,2,0,2,3,1,0
"16779",1,2,1,1,0,1,0,1,2,0,1,1,0,25,2,0,1,2,2,1
"32825",0,2,1,0,0,1,0,1,0,0,1,0,0,35,1,1,1,1,1,0
"20455",1,2,1,1,0,1,0,1,0,0,0,0,1,35,1,0,2,2,1,1
"36215",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"24447",0,1,1,0,0,0,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"19223",0,2,2,0,0,0,1,1,2,0,0,1,1,60,1,0,2,2,1,1
"9934",0,2,2,1,0,1,0,2,0,0,0,0,1,35,1,0,1,1,1,1
"26338",1,2,2,0,0,1,0,1,2,0,1,1,0,30,1,1,2,2,1,0
"30316",1,2,1,1,0,1,0,1,2,0,0,1,0,35,1,0,2,2,1,0
"2880",0,2,1,1,0,1,0,3,2,0,1,1,0,40,2,0,1,2,2,0
"33074",0,2,1,0,0,1,0,1,0,1,1,1,0,40,1,1,1,2,1,1
"30111",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,2,2,1,1
"27746",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,3,1,1
"18099",1,2,2,0,0,1,0,1,0,0,0,0,0,35,2,0,1,1,1,0
"23338",0,1,1,1,0,1,0,1,0,0,0,0,1,55,1,0,1,2,1,1
"18183",1,2,2,1,0,1,0,1,2,0,0,1,1,65,1,0,2,2,1,0
"26620",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,0
"34161",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"27235",1,2,1,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,1
"19524",1,2,1,0,0,1,1,1,2,0,0,1,1,55,1,0,2,3,1,0
"1689",0,2,1,1,0,1,1,3,0,0,0,0,0,60,4,0,2,2,2,0
"34714",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,1,3,1,1
"36366",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,1
"17994",0,2,2,1,0,1,0,1,0,0,0,0,0,45,2,0,1,1,2,0
"535",1,2,1,1,0,1,0,3,2,0,1,1,1,45,1,0,2,2,1,0
"20307",0,2,1,0,1,1,1,1,2,0,0,1,1,45,1,0,2,3,1,0
"32315",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"14729",1,2,2,1,0,1,0,1,0,0,0,0,1,55,2,0,1,1,1,1
"38782",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"8252",0,2,1,1,0,1,0,2,0,0,0,0,0,70,3,0,2,1,2,0
"17334",0,1,2,1,0,0,0,1,2,0,0,1,0,30,2,0,1,2,2,0
"30767",1,2,2,0,0,1,0,1,2,0,0,1,0,50,1,0,2,2,1,0
"32971",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"34851",1,2,1,0,0,0,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"39519",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"680",1,2,1,1,0,0,0,3,2,0,1,1,1,55,1,2,1,2,1,1
"33836",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"14622",1,2,1,1,0,1,0,1,2,0,0,1,1,55,2,0,1,3,1,0
"24553",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"11133",0,2,1,1,0,1,1,2,0,0,0,1,0,70,1,0,2,1,1,1
"24467",0,2,2,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,1
"25139",0,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,3,1,1
"42173",1,2,1,0,0,1,0,1,0,1,1,1,0,25,1,2,1,1,1,1
"40640",1,2,1,0,0,1,0,1,0,1,1,1,0,25,1,1,1,1,1,1
"3166",0,1,1,1,0,1,0,3,0,0,1,0,0,35,2,0,1,1,2,1
"19237",1,1,1,1,0,1,0,1,2,0,0,1,1,65,1,0,2,2,1,1
"21137",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,2,1,2,1,0
"12684",0,2,1,0,0,1,0,2,0,0,0,1,0,55,1,0,1,1,1,0
"38766",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,3,1,1
"38768",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"9714",0,1,1,0,0,1,1,2,2,0,0,1,1,55,1,0,1,2,1,1
"7858",1,2,1,1,0,0,0,3,0,0,0,0,0,55,1,0,1,1,1,1
"39274",0,2,1,0,1,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"1183",1,2,1,1,0,1,0,3,2,0,1,1,0,40,1,0,1,2,1,0
"34972",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"37014",1,2,2,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,1
"25247",0,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,4,1,1
"29217",1,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,2,2,1,0
"19084",0,2,2,0,0,0,1,1,2,0,0,1,1,65,1,0,2,2,1,1
"30621",1,2,1,0,1,1,1,1,2,0,0,1,0,45,1,0,2,2,1,1
"2469",1,2,2,0,0,1,0,3,2,0,1,1,0,40,2,2,2,2,2,1
"36376",1,2,2,0,0,1,1,1,2,0,1,1,0,55,1,0,1,2,1,1
"18177",0,2,1,0,0,1,0,1,2,0,1,1,1,45,1,1,2,2,1,0
"30471",1,2,1,0,0,1,0,1,2,0,0,1,0,40,1,0,2,2,1,0
"5523",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,0,2,2,1,1
"4697",0,2,1,0,0,1,1,3,2,0,0,1,0,60,1,0,2,2,1,1
"5468",1,2,1,0,0,1,0,3,2,0,0,1,0,35,1,2,2,2,1,1
"4371",0,2,1,1,0,1,0,3,2,0,1,1,0,30,1,2,2,2,1,0
"30940",0,2,1,1,0,1,0,1,2,0,1,1,0,65,1,0,2,2,1,1
"17982",1,2,2,1,0,1,0,1,0,0,0,0,0,45,2,0,1,1,2,1
"32001",1,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"16570",0,2,1,0,0,1,0,1,2,0,1,1,0,35,2,2,1,2,2,0
"27475",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,2,2,1,0
"37739",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"40696",1,2,2,1,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,1
"2455",1,2,1,0,0,1,0,3,2,0,1,1,0,35,2,1,2,3,1,0
"4189",1,2,2,0,0,1,0,3,0,0,1,0,0,60,1,0,3,1,1,1
"1767",0,2,1,0,0,1,0,3,0,0,1,0,0,45,4,2,1,1,2,0
"19483",0,2,1,0,0,1,1,1,0,0,0,0,1,60,1,0,2,1,1,0
"38394",0,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"23844",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,3,2,1,0
"25526",1,2,1,1,0,1,1,1,2,0,1,1,0,60,1,0,2,2,1,0
